NRIS_ID,AUTHORIZATION_ID
150866,
150862,15945
150855,104217
150850,109799
150849,7140
150848,
150846,109799
150837,104217
150835,105178
150831,12008
150830,6985
150826,
150786,1138
150783,2485
150774,12914
150770,1873
150765,
150761,12914
150756,106636
150748,104217
150699,9029
150692,105178
150688,
150674,9029
150668,6367
150667,6367
150666,6367
150663,6367
150653,11678
150652,IPMUA150652
150649,
150620,1214
150616,104217
150592,11071
150588,
150580,
150570,4612
150567,IPMUA150567
150565,DGIR200480
150560,
150556,
150548,
150547,
150546,7761
150545,7761
150544,7761
150543,7761
150540,UA150540
150536,148
150534,105178
150532,
150530,105178
150528,103132
150422,104057
150405,7817
150378,15145
150351,
150347,13155
150345,4470
150342,
150335,100413
150323,
150319,16070
150310,
150298,14610
150288,108117
150284,5132
150282,
150275,17006
150274,1503
150272,17006
150256,
150251,5776
150248,
150235,
150231,
150229,
150227,13418
150216,253
150211,
150208,UA150208
150204,7726
150203,15945
150199,108011
150197,17006
150185,1608
150184,2059
150183,106063
150178,16540
150149,
150147,
150142,
150140,105178
150138,
150137,
150135,
150133,105178
150131,108210
150130,
150044,6298
150035,22608
150032,104217
150029,25538
150023,7726
150019,
150017,10323
149994,
149992,6710
149991,108210
149979,104217
149978,105178
149954,12914
149953,
149946,6725
149934,108210
149929,1251
149927,107861
149923,105366
149921,104217
149918,108210
149900,108210
149898,108210
149887,5530
149886,344-0022-2020/2025
149885,6155
149883,110367
149881,108485
149879,1873
149878,106636
149877,15649
149874,5375
149868,110126
149851,
149846,
149842,
149827,108117
149826,108117
149825,108210
149823,108210
149822,108210
149821,108210
149820,108210
149813,
149811,15821
149809,
149806,106222
149794,108210
149792,108210
149791,108210
149789,108210
149787,6725
149786,105663
149782,105366
149779,UA149779
149778,
149769,108210
149762,108210
149761,108210
149759,108210
149751,108210
149750,108210
149748,100251
149747,108210
149741,108210
149739,108210
149738,13812
149736,108210
149734,
149733,5032
149730,
149727,3319
149726,108210
149724,3401
149714,
149710,17825
149704,13756
149678,
149674,5346
149672,
149669,5346
149658,6248
149654,UA149654
149650,1902
149647,
149646,
149644,
149643,
149641,
149640,4984
149636,18186
149634,402-0670-2017/2022
149632,104217
149630,104217
149628,104217
149626,17557
149624,104217
149623,104217
149622,18333
149620,18173
149491,
149488,109670
149487,
149481,17995
149477,7156
149475,3821
149468,13622
149467,104217
149464,100059
149455,104217
149454,100257
149445,8419
149443,100095
149442,104217
149417,8980
149409,
149395,3821
149375,1697
149371,100230
149364,5907
149362,17006
149353,104217
149352,1574
149339,103961
149316,115
149298,
149273,104217
149272,153
149226,
149225,104217
149222,738-0030-20-23
149208,1557
149189,1764
149185,
149183,
149178,104217
149176,104217
149175,LG149175
149169,6471
149158,1701
149085,13622
149083,
149081,14763
149074,
149062,16445
149053,
149047,
149041,107605
149024,
149023,
149019,6424
149012,17781
148988,105178
148975,104217
148973,1100
148972,1797
148971,IPMUA148971
148970,24137
148969,7255
148968,3064
148967,17703
148965,23817
148964,1628
148963,3942
148962,22589
148961,2268
148960,22395
148959,3632
148956,22389
148954,18483
148951,3378
148950,10323
148947,19983
148935,
148931,18312
148930,1501
148928,UA148928
148911,LG148911
148910,
148906,
148881,6207
148876,LG148876
148862,263
148840,18067
148839,15295
148838,100278
148837,2985
148835,1594
148834,23780
148833,21256 IPM regs all sections
148832,1073
148830,6802
148829,24457
148827,1073
148826,22427
148825,25637
148824,23818
148823,
148821,26037
148819,796
148817,716
148815,2455
148813,1501
148811,1266
148810,1709
148806,888
148805,3727
148801,1635
148789,108864
148788,
148784,
148782,14800
148767,738-0030-20-23
148765,16300
148764,
148758,4409
148756,42
148754,108720
148753,107159
148747,
148702,
148655,107041
148650,
148648,
148646,15821
148644,
148643,5335
148642,109507
148641,16129
148640,
148637,
148629,1266
148600,4680
148540,16137
148529,15988
148476,1274
148472,109382
148465,
148462,
148457,107689
148455,
148453,UA93302
148445,5710
148441,5710
148413,14483
148404,108177
148376,
148372,15335
148369,108978
148365,
148352,
148340,2801
148339,189
148335,DGIR200110
148322,5710
148320,
148299,
148281,9029
148280,107159
148274,888
148252,104217
148241,1722
148222,
148196,
148195,
148192,
148182,5710
148165,10818
148163,5710
148153,
148152,9079
148145,4905
148142,108210
148139,376
148135,
148133,15987
148130,105178
148126,
148123,
148121,
148013,1608
147994,104777
147991,100224
147990,100223
147989,108522
147985,105178
147975,UA147975
147973,
147965,2768
147956,5807
147954,15894
147953,7927
147937,
147933,108592
147928,
147927,7399
147921,UA147921
147919,UA147919
147918,
147912,100093
147911,506
147891,
147889,UA147889
147881,
147878,105178
147876,104217
147868,9083
147861,4278
147845,7292
147841,DGIR200071
147832,8116
147828,1497
147816,15968
147814,105216
147798,
147796,
147795,AG125999
147790,7737
147785,110126
147772,4565
147767,GHG4
147757,104217
147754,
147751,
147750,104217
147749,105178
147747,104217
147746,105178
147745,
147744,
147743,
147741,2677
147740,105178
147739,105494
147737,104217
147736,105178
147735,
147653,13554
147610,GHG4
147570,2280
147565,15783
147564,14051
147556,8618
147544,104217
147537,105281
147531,104217
147519,137
147511,2001
147474,100218
147456,3028
147442,1771
147437,
147426,1898
147422,105178
147421,104217
147302,
147296,
147278,104217
147264,17826
147259,
147256,
147249,
147247,
147246,8044
147244,5335
147241,104217
147234,17215
147230,4475
147223,
147218,
147210,82
147198,108476
147182,15821
147179,
147178,
147164,4200
147162,14503
147160,142
147158,120
147155,
147128,
147122,12975
147110,
147084,2559
147073,15821
147052,2573
147037,100363
147033,
147031,6006
147030,
147029,
147028,
147025,
147024,
147022,18186
147021,15821
147019,
146929,12600
146927,106613
146926,9019
146922,1138
146919,890-0001-2019/2024
146915,711-0007-2019/2024
146914,889-0001-2019/2024
146911,748-0005-2019/2024
146910,108660
146897,
146895,104928
146892,701-0005-2019/2024
146891,870-0002-2019/2024
146884,215-0258-2019/2024
146879,UA79205
146876,
146868,4767
146866,
146865,18200
146863,18200
146861,
146855,
146853,UA118760
146841,104217
146834,108476
146831,
146824,17210
146822,105178
146818,
146816,104217
146811,233-0022-2019/2024
146804,
146802,
146790,8099
146785,104217
146782,
146763,
146761,6099
146758,
146752,
146747,15821
146745,1543
146744,
146743,3725
146742,
146741,
146740,
146739,
146738,100192
146737,105178
146736,
146735,104217
146730,15612
146717,
146709,6099
146707,
146697,104217
146690,104217
146688,
146681,1138
146680,1644
146677,104217
146666,
146663,2268
146659,2559
146648,106666
146647,3149
146646,105281
146639,424
146637,
146636,104217
146635,105178
146634,104217
146631,104217
146630,
146626,297
146601,1521
146598,105004
146595,
146593,104217
146589,
146587,103980
146579,6733
146578,
146575,
146568,
146566,104861
146561,104217
146559,106666
146557,1517
146556,1199
146551,12214
146550,4133
146495,3900
146481,124-0371-2019/2024
146465,HW146465
146457,11905
146456,105178
146452,
146451,8260
146449,1688
146446,13717
146445,7577
146439,
146434,4856
146429,841-0003-2019/2024
146426,104217
146423,1306
146421,484
146420,402-0678-2019/2024
146419,
146418,11375
146417,15522
146415,17139
146414,17215
146413,14503
146412,7058
146411,6733
146410,100425
146402,
146401,
146399,1214
146397,7484
146394,2190
146392,2205
146385,239
146381,100138
146376,1663
146374,
146372,105178
146357,106060
146355,UA146355
146351,AG146351
146350,UA103911
146341,2122
146339,
146327,100170
146316,
146313,3403
146275,
146270,GHG27
146247,
146244,
146231,871-0002-2019/2024
146218,
146216,
146194,2592
146191,15276
146188,
146180,106379
146178,109499
146168,100363
146158,351
146152,3378
146151,
146150,14865
146149,1602
146148,16080
146147,1688
146140,104217
146139,104217
146137,105178
146136,UA69952
146135,4922
146134,1894
146132,
146128,
146125,153
146114,
146113,
146111,
146109,
146106,
146105,
146104,UA76574
146103,100170
146102,UA81487
146070,13845
146069,18055
146065,
146062,2684
146044,8040
146036,105260
146016,
146010,105178
146008,
145941,197
145938,109416
145922,AG145922
145892,1386
145891,39
145880,
145862,1693
145855,
145844,104928
145838,
145833,104962
145832,106016
145831,
145820,GHG3
145816,LG89432
145815,3095
145810,16929
145809,
145808,
145803,UA56957
145793,15821
145791,RR74737
145788,UA64273
145784,6394
145781,RR74827
145780,RR145780
145774,
145767,110145
145765,RR74423
145764,RR74459
145762,RR75244
145758,
145752,RR145752
145751,RR50111
145713,
145712,105178
145711,105178
145709,GHG3
145707,8415
145706,
145703,
145702,1053
145698,3862
145697,104217
145695,2122
145683,104217
145661,12751
145660,2708
145648,424
145646,108868
145639,
145638,24977
145637,104217
145636,15821
145634,105178
145633,104217
145620,
145615,HW145615
145614,
145613,
145610,116
145609,
145607,
145595,18294
145593,17945
145569,5335
145568,15087
145567,106146
145565,104928
145562,
145556,13075
145555,13075
145553,6073
145550,HW145550
145546,
145543,1157
145540,4395
145539,105178
145535,104217
145534,
145532,
145502,109078
145486,106666
145484,105692
145460,2524
145458,HW145458
145456,107159
145455,5074
145453,AG145438
145451,14943
145438,AG145438
145437,
145435,
145434,4864
145433,104962
145432,1644
145421,104217
145418,UA145418
145416,GHG28
145414,
145413,2011
145411,338
145406,
145404,1307
145402,104217
145401,104217
145400,100174
145399,
145396,UA145396
145370,
145369,
145363,
145361,
145358,
145357,104217
145356,
145350,16713
145299,14078
145295,7934
145273,2692
145271,100549
145259,
145239,17139
145236,UA76561
145234,
145232,
145221,UA72750
145205,12777
145204,14453
145202,107365
145198,71
145193,104217
145176,UA87284
145165,100432
145141,
145140,2401
145136,UA81400
145111,
145110,402-0677-2019/2024
145109,UA145396
145107,104217
145106,11478
145105,104217
145104,
145103,17679
145058,146
145031,18316
145030,107517
145028,12978
145021,114
145006,2065
144980,11844
144976,18169
144974,
144973,104217
144972,104217
144971,104217
144970,RR80671
144969,RR79389
144964,CA144964
144957,HW48009
144955,5350
144948,7512
144947,100040
144925,
144923,
144919,107685
144907,125
144906,2849
144904,109535
144903,107838
144896,1622
144895,14422
144892,UA144496
144890,814
144888,2883
144887,10020
144886,3536
144885,7642
144876,
144857,9525
144850,1578
144839,UA144839
144836,
144835,UA144835
144834,104217
144822,
144811,8881
144806,104217
144800,
144789,
144786,
144781,106668
144778,
144775,5803
144770,1152
144763,
144759,16692
144756,
144739,104217
144738,104217
144737,AG144737
144735,
144732,11242
144731,1077
144722,1194
144721,922
144719,19204
144718,671
144712,17313
144710,17313
144708,105017
144706,3890
144702,600-0009-2019/2024
144701,109488
144696,
144691,
144688,UA68528
144687,3509
144684,UA68310
144682,25717
144681,2819
144680,1705
144677,UA58539
144673,12776
144671,103027
144656,
144655,UA144655
144654,104815
144646,13363
144644,
144642,569
144641,817
144640,491
144636,RR73180
144635,RR115560
144633,RR50028
144628,
144627,106789
144625,1133
144624,395
144623,1698
144620,1149
144619,18863
144618,18
144617,1526
144615,14479
144610,107002
144604,2652
144601,185
144591,UA45803
144586,108520
144585,
144584,
144577,5809
144576,8467
144573,GHG21
144567,106668
144560,104217
144555,104217
144552,RR139345
144551,RR115564
144550,RR74823
144538,14480
144537,7613
144533,402-0676-2019/2024
144523,14282
144521,104847
144517,2717
144498,399
144497,1902
144496,UA144496
144495,17251
144494,100338
144492,
144482,105894
144481,15884
144478,104217
144475,
144474,UA87284
144470,106056
144469,
144468,RR115523
144467,GHG26
144466,RR74737
144463,10869
144459,UA 144459
144457,
144451,1511
144448,105017
144439,RR74827
144431,UA93302
144427,6858
144425,12398
144424,104217
144423,17876
144422,5743
144421,14480
144412,107-0130-2019/2024
144395,763
144390,3133
144383,
144380,16685
144378,
144376,
144373,
144368,
144366,15294
144355,105017
144337,14508
144330,HW18312
144328,
144327,
144325,14716
144320,104217
144319,104217
144310,UA 144310
144307,GHG25
144301,104928
144300,
144297,105784
144289,110175
144285,103704
144280,5643
144246,
144244,
144242,
144239,133
144230,100174
144226,
144224,17557
144223,1622
144209,106038
144207,100193
144199,107484
144188,
144178,CA144964
144172,7234
144170,21283
144168,
144158,UA100340
144150,109154
144134,1917
144099,80
144096,7622
144078,141
144074,
144073,15821
144072,
144071,
144070,
144069,
144068,104217
144062,UA141057
144061,11702
144050,71
144029,LG144029
144022,109747
144001,12455
144000,104217
143999,104217
143998,104217
143994,104217
143970,
143940,104217
143939,104217
143937,104217
143936,
143935,
143933,
143926,
143919,
143915,104928
143912,
143910,107571
143783,109901
143774,GHG24
143771,109687
143770,107-0130-2019/2024
143767,105854
143765,GHG23
143760,4183
143757,10643
143756,UA143756
143750,13555
143730,107-0129-2019/2024
143728,5551
143722,1161
143714,1936
143710,106112
143697,2414
143678,106377
143677,104836
143647,6367
143644,8124
143642,UA119059
143639,OZ143639
143637,24997
143635,106164
143634,12561
143630,12909
143629,2095
143628,24697
143625,73
143615,5526
143611,UA#143611
143590,107924
143546,24917
143544,22711
143543,
143541,25198
143537,17234
143536,20483
143533,5856
143528,7288
143527,100282
143524,104928
143520,
143513,106630
143511,18143
143509,109953
143508,
143505,105017
143500,2692
143493,2809
143492,1594
143483,17430
143479,
143472,3360
143450,2760
143448,
143447,803
143445,
143444,HW143444
143437,
143435,
143434,2768
143433,106405
143432,2753
143431,2690
143430,2692
143429,2691
143428,
143425,3632
143422,14089
143421,
143416,14087
143415,UA143415
143414,14449
143396,UA143396
143394,UA143394
143384,105204
143380,HW143380
143373,19284
143371,18423
143370,
143368,4008
143366,8618
143363,244
143361,109052
143358,OZ143358
143357,3767
143350,1701
143332,2149
143328,3273
143325,6500
143324,14742
143321,6387
143320,
143317,
143315,103027
143311,1784
143307,IPMUA143307
143301,21563
143286,105178
143285,104217
143233,
143232,
143231,
143230,104217
143227,2149
143226,2149
143224,
143218,
143217,
143215,
143213,
143210,1902
143208,2149
143206,
143205,13508
143203,5564
143188,106386
143177,2412
143175,103704
143158,13373
143140,GHG5
143125,UA 143125
143117,6401
143105,
143099,GHG6
143096,
143085,UA140792
143063,UA143063
143054,7391
143028,3457
143017,104217
143016,104217
143015,104217
143012,104217
143010,104217
143001,17300
142992,
142970,RR139345
142927,UA142927
142926,HW142926
142883,14865
142875,23
142849,4113
142845,15085
142844,8388
142842,30
142841,107472
142840,14053
142837,100264
142836,387
142835,107098
142833,7830
142820,6511
142818,
142812,UA142812
142808,
142807,
142805,100184
142789,UA 142789
142784,20643
142781,109056
142777,14101
142776,106814
142768,105446
142767,7124
142736,1954
142735,7722
142729,109054
142728,7171
142723,
142722,
142713,110056
142685,17170
142682,
142681,100396
142637,297
142636,233
142609,109053
142606,UA142606
142605,14067
142573,5030
142571,7988
142553,UA142553
142550,394
142549,HW142549
142548,109200
142536,108119
142535,3102
142533,
142530,105178
142529,104217
142525,
142524,104217
142516,HW142516
142515,
142512,
142510,
142507,1902
142482,7337
142476,16403
142466,UA142466
142465,HW142465
142461,
142460,23411
142459,21624
142458,3683
142456,UA142456
142455,
142453,
142450,
142447,
142446,1157
142445,104217
142440,1594
142439,12602
142437,7601
142433,104217
142432,104217
142431,104217
142429,
142428,
142425,8809
142418,3048
142413,UA142413
142408,6279
142404,3102
142403,
142401,
142400,1053
142399,17170
142398,
142397,
142396,
142350,HW142350
142348,UA142348
142336,4590
142334,4589
142332,100138
142320,UA142320
142292,3046
142287,109769
142286,5490
142278,5594
142276,1881
142272,13510
142261,104217
142260,104217
142259,104217
142258,
142257,
142256,
142254,
142252,12858
142249,108211
142244,3378
142243,16502
142242,109177
142241,108119
142239,4277
142237,UA142237
142236,107108
142233,1240
142226,
142210,HW142210
142181,UA-045750
142154,11678
142149,109973
142053,2827
142005,UA142005
141987,104217
141985,
141982,
141980,
141979,104217
141977,104217
141973,104217
141970,107517
141957,104217
141955,104217
141954,104217
141953,104217
141952,104217
141951,104217
141950,104217
141949,104217
141948,104217
141944,104217
141941,104217
141940,104217
141939,104217
141938,104217
141937,104217
141934,105178
141911,7233
141910,109744
141908,105178
141907,HW141907
141904,13586
141899,UA127283
141850,105178
141832,105178
141831,104217
141830,105178
141823,
141820,
141818,6954
141817,
141816,2737
141814,
141811,11128
141796,106563
141781,104025
141780,
141779,1742
141772,100032
141770,15216
141763,1807
141734,
141697,107058
141646,109356
141637,4612
141614,15821
141612,15821
141611,5030
141610,
141573,
141571,
141557,UA132749
141556,
141552,2708
141539,
141526,UA141526
141524,13654
141523,104612
141522,100384
141521,107721
141493,14736
141425,5748
141422,HW141422
141421,HW141421
141383,8511
141335,17643
141330,803
141319,20263
141317,IPMUA141317
141296,
141295,3142
141278,7083
141257,15821
141256,
141238,109209
141237,IPMUA141237
141233,
141232,HW141232
141230,15832
141229,
141228,12602
141221,106498
141219,18863
141198,AG141198
141197,UA141197
141186,GHG3
141183,106766
141182,106576
141181,18357
141180,18297
141176,GHG3
141157,
141155,
141138,17789
141134,4712
141133,IPMUA141133
141131,IPMUA141133
141128,HW141128
141127,
141124,13326
141123,
141122,
141121,
141111,281
141102,
141088,UA141088
141067,
141065,
141063,
141060,
141057,UA141057
141040,UA141040
141039,
141033,18200
141028,
141027,
141023,15183
141012,HW141012
141009,1073
141008,1073
141007,UA141007
141006,100207
141005,100207
141004,HW141004
141003,763
141002,18203
141001,16422
141000,10606
140999,18312
140998,16020
140996,8074
140993,105808
140992,UA140992
140976,106-0931-2019/2024
140975,20263
140959,8147
140951,AG140951
140946,HW140946
140944,UA49395
140943,UA140943
140941,242
140940,5521
140939,12875
140938,17690
140918,104217
140915,15821
140914,107369
140901,UA140901
140864,14136
140852,GHG22
140851,GHG22
140820,
140801,7378
140800,104133
140793,UA140793
140792,UA140792
140791,UA141007
140789,107929
140788,AG140788
140787,HW140787
140785,MO104785
140784,
140782,
140781,
140780,
140779,
140758,3900
140748,
140744,100209
140742,RR50028
140738,UA96554
140735,UA89959
140734,UA89929
140728,7018
140709,HW140709
140694,RR140694
140685,104217
140660,
140659,3080
140653,GHG22
140639,105178
140636,2412
140619,402-0676-2019/2024
140613,UA113723
140609,18312
140608,UA112519
140607,105178
140576,UA73295
140571,GHG15
140569,104217
140568,
140567,104217
140554,6361
140552,IPMUA140552
140551,IPMUA140551
140550,16962
140549,6367
140548,3091
140545,16078
140544,17150
140543,
140540,
140522,
140515,
140513,6698
140510,
140507,105178
140504,402-0672-2017/2022
140497,
140495,344-0020-2015/2020
140471,GHG21
140469,
140467,18096
140466,17802
140434,110051
140402,IPMUA134575
140401,IPMUA136933
140400,IPMUA136912
140396,106970
140394,14025
140392,106-0930-2014/2019
140391,UA28308
140387,18203
140384,1768
140374,
140355,109069
140350,3682
140345,3610
140318,5175
140317,15979
140316,11898
140261,897
140257,107571
140244,4423
140241,17004
140234,1772
140233,15276
140232,107253
140224,1997
140214,109073
140212,GHG19
140209,105867
140199,UA140199
140194,
140193,
140187,
140183,14122
140179,
140178,UA140178
140177,
140171,UA140171
140170,UA140170
140169,AG124825
140168,7929
140160,14123
140157,UA140157
140098,4331
140097,100564
140096,HW140096
140095,9034
140094,9033
140030,104217
140029,104217
139990,UA112461
139970,107-0130-2019/2024
139969,107-0130-2019/2024
139968,594
139967,594
139966,594
139952,5112
139951,15280
139944,107-0130-2019/2024
139939,16502
139919,
139911,8141
139910,HW107507
139904,330-0032-2016/2021
139903,330-0032-2016/2021
139900,107417
139899,106101
139898,HW139898
139884,106101
139883,GHG20
139882,650
139881,2878
139880,
139879,23211
139878,OZ139878
139869,8141
139868,8141
139866,8141
139865,104217
139862,
139857,951
139845,UA108883
139837,104217
139836,7688
139835,124-0366-2016/2021
139832,UA109163
139829,124-0366-2016/2021
139828,4606
139823,17112
139822,OZ139822
139816,UA107370
139802,100511
139797,HW66774
139796,UA107214
139790,UA105434
139779,
139766,
139764,
139751,17518
139732,888
139731,23997
139730,22552
139729,9669
139728,3448
139727,16129
139726,12925
139723,GHG7
139722,GHG7
139721,11580
139720,GHG7
139709,7726
139706,114
139703,376
139701,
139699,
139697,343
139691,UA139691
139658,
139657,105178
139653,GHG4
139652,GHG12
139588,7008
139587,17203
139579,16962
139563,17557
139558,GHG18
139538,2119
139537,254
139534,HW139534
139528,UA100032
139527,GHG11
139526,106986
139525,106563
139524,3629
139523,220
139522,295
139521,17543
139515,7988
139507,IPMUA139507
139497,GHG17
139494,
139492,GHG16
139479,
139475,
139446,3503
139444,459
139434,8854
139404,UA66053
139402,
139400,6698
139399,
139353,HW139353
139352,8224
139348,OZ139348
139345,RR139345
139343,HW139343
139342,HW139342
139341,4343
139339,2149
139281,124-0366-2016/2021
139280,240
139251,424
139250,299
139248,UA48197
139247,HW139247
139246,HW139246
139241,16322
139240,104217
139239,105748
139209,UA139209
139208,104217
139207,107615
139205,104217
139193,104217
139192,
139190,104217
139189,109947
139185,
139181,UA7721
139164,RR115263
139160,
139159,
139147,124-0366-2016/2021
139145,9100
139144,108379
139142,2662
139140,15789
139121,3720
139100,100218
139099,13278
139083,4971
139082,8266
139081,8174
139080,17530
139079,8172
139065,UA139065
139045,106329
139044,8142
139042,8114
139036,HW139036
139035,104217
139034,104217
139032,104217
139031,104217
139029,104217
139028,104217
139027,106562
139017,1543
139015,HW139015
139009,3803
139008,1557
138984,
138983,4436
138982,UA7721
138981,425
138980,107987
138979,6248
138943,12521
138942,10885
138940,3679
138927,106110
138925,109687
138906,106110
138889,109348
138881,2484
138879,
138837,7547
138836,10881
138831,5353
138830,108378
138820,296
138819,288
138804,18323
138800,109065
138792,UA138792
138791,OZ138791
138788,14842
138783,4750
138782,109306
138779,
138777,
138774,
138659,
138644,AG138644
138634,266
138633,1863
138624,1798
138547,UA138744
138542,108211
138539,
138500,416
138497,AG138497
138495,105504
138491,
138475,109891
138474,UA138474
138473,
138472,763
138471,416
138470,
138468,
138465,
138464,
138422,4723
138420,107088
138400,261
138388,HW138388
138386,1797
138365,
138350,17054
138349,14854
138341,1555
138337,18163
138336,UA138336
138335,14035
138334,311
138333,14034
138329,104384
138328,18039
138327,1472
138325,105313
138324,14148
138323,109416
138322,104460
138321,
138279,UA47482
138256,100363
138254,UA138254
138252,UA138252
138250,106325
138246,4480
138243,188
138240,UA138240
138195,109643
138178,109579
138177,
138175,
137939,178873
137920,109923
137907,6033
137887,5976
137882,100498
137862,107088
137788,IPMUA134575
137787,IPMUA136933
137779,738-0030-20-23
137770,17603
137761,24257
137757,
137753,1751
137746,UA135745
137743,4612
137727,
137723,8384
137722,UA137722
137721,105178
137713,24257
137706,3904
137705,14502
137702,UA137702
137700,12484
137699,HW137699
137695,
137690,13873
137661,
137659,16034
137657,
137650,107362
137610,
137607,104217
137605,104217
137604,104217
137603,104217
137602,104217
137601,104217
137600,104217
137599,104217
137578,UA68121
137569,2460
137561,
137543,
137529,
137482,
137479,
137450,100207
137446,
137445,
137422,4723
137420,
137419,
137411,
137408,
137387,3080
137386,1272
137385,
137268,OZ137268
137260,UA137260
137213,104217
137212,104217
137210,104217
137209,15141
137207,104217
137205,104217
137203,104217
137201,104217
137200,104217
137195,12101
137188,IPMUA137188
137172,14132
137167,104217
137164,104217
137163,104217
137162,HW137162
137161,104217
137159,IPMUA137159
137158,14129
137156,
137138,104217
137135,104217
137131,14133
137130,8808
137064,15802
137061,96
137054,108467
137033,1505
137031,100416
137030,
137029,
137022,
136933,IPMUA136933
136928,
136923,108940
136919,7343
136912,IPMUA136912
136908,UA136908
136891,274
136890,8670
136889,100209
136888,15326
136887,15293
136886,15293
136885,15290
136884,5065
136860,
136831,6720
136828,109534
136826,16521
136825,
136824,10656
136822,
136821,
136819,
136743,11896
136543,261
136503,1611
136487,3847
136485,803
136467,7460
136439,11282
136417,
136412,IPMUA136412
136404,24397
136403,
136402,514
136401,108119
136388,107664
136387,105178
136385,105178
136383,105178
136372,886-0001-18-21
136366,
136330,1934
136312,24257
136311,1100
136310,1797
136308,20403
136307,6841
136306,21403
136305,19923
136303,3279
136302,24597
136300,18483
136187,108378
136149,
136146,
136145,
136130,6971
135942,6503
135880,HW135880
135840,HW135840
135798,
135796,HW135796
135794,
135792,3132
135791,UA51041
135761,UA135761
135753,
135750,106986
135745,UA135745
135742,105753
135740,
135692,
135690,
135684,104076
135679,14493
135633,105447
135627,105489
135626,2539
135623,105862
135622,17181
135620,10827
135619,13334
135568,1557
135567,
135565,
135564,
135559,100169
135496,HW135496
135495,108389
135494,108432
135493,108368
135492,
135491,23797
135490,20623
135489,
135483,
135427,5335
135203,15613
135170,263
135076,104217
135028,
135027,106146
135025,
135022,IPMUA136933
135021,
135020,13644
135019,
135000,1691
134998,1808
134995,IPMUA136912
134789,
134788,
134787,
134786,
134784,105207
134782,CA133232
134781,1053
134780,1657
134779,UAIPM134779
134773,CA133228
134732,104217
134729,17006
134726,
134722,
134718,104133
134708,1691
134683,UA79205
134681,UA134681
134621,UA134621
134619,HW134619
134575,IPMUA134575
134459,17557
134436,107212
134435,402-0668-2016/2021
134433,107517
134431,HW134431
134428,108379
134427,373
134424,104217
134423,104217
134422,104217
134421,104217
134420,104217
134419,104217
134380,794-0003-2015/2020
134356,
134351,HW134351
134347,
134302,
134300,
134299,1701
134282,124-0371-2019/2024
134281,109064
134280,15243
134276,124-0371-2019/2024
134275,2993
134274,18543
134273,1067
134272,21924
134233,12592
134232,105504
134229,107962
134227,5205
134225,
134224,1691
134221,
134219,
134180,12592
134167,6611
134143,7192
134142,UA134142
134104,3283
134103,6064
134078,402-0668-2016/2021
134072,UAIPM134072
134071,124-0368-2016/2021
134019,UA134019
133979,
133953,109799
133946,HW133946
133944,UA132749
133943,
133942,
133941,
133940,100134
133923,2404
133917,1459
133912,HW133912
133871,
133867,9094
133865,108114
133861,UA133836
133838,IPMUA133819
133837,IPMUA133819
133836,UA133836
133822,105974
133819,IPMUA133819
133686,124-0366-2016/2021
133683,6244
133681,106055
133680,IPMUA133819
133679,107-0130-2019/2024
133633,261
133630,UA133630
133622,10660
133601,5553
133539,1441
133499,UA133499
133471,2450
133470,109348
133469,UA133469
133461,
133460,HW133460
133407,HW133407
133406,HW133406
133405,HW133405
133400,UA133400
133368,UA133368
133321,402-0674-19-22
133319,107-0130-2019/2024
133283,1517
133282,
133279,738-0028-2018-2021
133242,2401
133240,738-0027-2018-2021
133233,
133232,CA133232
133231,109670
133229,5335
133228,CA133228
133225,100207
133223,100207
133222,5907
133132,AG133132
133128,3803
133127,3725
133126,103999
133125,103428
133124,100421
133123,14160
133122,107911
133121,100134
133120,12996
133119,148
133102,12615
133101,1720
133092,107098
133091,103661
133089,100316
133088,105753
133042,100512
133023,104217
133018,104217
133003,
132975,HW132975
132970,
132821,
132819,
132813,17043
132811,
132802,
132799,2708
132784,3095
132761,
132760,
132759,3802
132753,103873
132749,UA132749
132687,
132681,IPMUA132681
132680,104076
132679,HW132679
132601,4806
132600,12742
132568,UA132568
132561,15750
132560,13285
132540,
132501,107835
132484,
132481,UA132481
132480,IPMUA134575
132479,UA132479
132424,100207
132423,
132422,105784
132421,
132381,15700
132375,IPMUA132375
132373,
132371,107835
132370,107025
132369,IMPUA132369
132368,IPMUA132368
132360,14024
132359,14043
132327,
132326,
132325,
132321,14482
132280,23191
132279,IPMUA132279
132244,14824
132243,
132242,
132051,109444
132048,103019
132047,3257
132046,14132
132045,14133
132044,8799
132043,106661
132042,8096
132039,11371
132021,100264
132012,106664
132011,103656
131910,7206
131909,103873
131907,
131905,1764
131900,100450
131898,14143
131897,3258
131894,4413
131889,106639
131887,17803
131885,18046
131884,17663
131881,16342
131868,
131866,AG 131866
131864,AG131864
131862,15749
131861,261
131721,AG 131721
131643,335
131642,105207
131627,8175
131617,4136
131614,327
131599,4017
131594,CA131594
131567,CA131567
131536,501-0005-2015/2020
131534,796
131504,14033
131365,274
131344,14423
131343,1391
131342,1391
131341,107-0130-2019/2024
131340,335
131339,
131320,104217
131278,104217
131277,104217
131275,104217
131247,
131242,
131241,
131219,21624
131193,23451
131189,IPMUAfarm131189
131187,13627
131181,
131157,IPMUA131157
131155,IPMUA131155
131154,IPMUA131154
131153,IPMUA131153
131152,IPMUA131152
131151,IPMUA131151
131150,IPMUA131150
131149,22086
131147,14011
